u,v,a(m2=10000kg),a(m2=20000kg),a(m2=30000kg),a(m2=40000kg),a(m2=50000kg)
-30,13,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,13.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,13.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,13.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,13.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,14,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,14.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,14.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,14.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,14.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,15,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,15.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,15.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,15.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,15.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,16,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,16.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,16.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,16.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,16.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,17,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,17.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,17.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,17.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,17.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,18,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,18.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,18.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,18.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,18.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,19,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,19.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,19.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,19.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,19.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,20,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,20.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,20.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,20.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,20.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,21,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,21.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,21.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,21.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,21.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,22,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,22.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,22.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,22.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,22.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,23,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,23.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,23.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,23.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,23.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,24,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,24.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,24.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,24.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,24.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,25,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,25.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,25.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,25.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,25.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,26,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,26.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,26.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,26.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,26.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,27,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,27.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,27.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,27.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,27.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,28,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,28.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,28.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,28.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,28.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,29,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,29.2,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,29.4,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,29.6,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,29.8,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
-30,30,-1.179957486,-0.589978743,-0.393319162,-0.294989372,-0.235991497
40,0,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,0.2,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,0.4,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,0.6,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,0.8,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,1,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,1.2,0.749786753,0.374893377,0.249928918,0.187446688,0.149957351
40,1.4,0.504714791,0.252357396,0.168238264,0.126178698,0.100942958
40,1.6,0.374646769,0.187323385,0.124882256,0.093661692,0.074929354
40,1.8,0.277475266,0.138737633,0.092491755,0.069368816,0.055495053
40,2,0.174617441,0.087308721,0.058205814,0.04365436,0.034923488
50,0,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,0.2,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,0.4,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,0.6,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,0.8,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,1,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,1.2,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,1.4,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,1.6,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,1.8,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,2,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,2.2,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,2.4,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,2.6,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,2.8,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,3,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,3.2,0.755841589,0.377920794,0.251947196,0.188960397,0.151168318
50,3.4,0.732716529,0.366358265,0.244238843,0.183179132,0.146543306
50,3.6,0.707404533,0.353702267,0.235801511,0.176851133,0.141480907
50,3.8,0.681311349,0.340655674,0.227103783,0.170327837,0.13626227
50,4,0.658105404,0.329052702,0.219368468,0.164526351,0.131621081
50,4.2,0.624295197,0.312147599,0.208098399,0.156073799,0.124859039
60,0,1.009052558,0.504526279,0.336350853,0.25226314,0.201810512
60,0.2,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,0.4,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,0.6,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,0.8,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,1,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,1.2,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,1.4,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,1.6,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,1.8,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,2,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,2.2,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,2.4,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,2.6,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,2.8,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,3,1.000525584,0.500262792,0.333508528,0.250131396,0.200105117
60,3.2,0.920052558,0.460026279,0.306684186,0.23001314,0.184010512
60,3.4,0.847508199,0.4237541,0.282502733,0.21187705,0.16950164
60,3.6,0.790946048,0.395473024,0.263648683,0.197736512,0.15818921
60,3.8,0.753891287,0.376945643,0.251297096,0.188472822,0.150778257
60,4,0.724651556,0.362325778,0.241550519,0.181162889,0.144930311
60,4.2,0.692399472,0.346199736,0.230799824,0.173099868,0.138479894
60,4.4,0.661515206,0.330757603,0.220505069,0.165378802,0.132303041
60,4.6,0.640300169,0.320150085,0.21343339,0.160075042,0.128060034
60,4.8,0.617947832,0.308973916,0.205982611,0.154486958,0.123589566
60,5,0.590452943,0.295226472,0.196817648,0.147613236,0.118090589
60,5.2,0.571202445,0.285601223,0.190400815,0.142800611,0.114240489
60,5.4,0.544452781,0.272226391,0.18148426,0.136113195,0.108890556
60,5.6,0.525434244,0.262717122,0.175144748,0.131358561,0.105086849
60,5.8,0.506415706,0.253207853,0.168805235,0.126603926,0.101283141
60,6,0.498784994,0.249392497,0.166261665,0.124696248,0.099756999
60,6.2,0.48642907,0.243214535,0.162143023,0.121607267,0.097285814
60,6.4,0.479893789,0.239946894,0.159964596,0.119973447,0.095978758
60,6.6,0.479527652,0.239763826,0.159842551,0.119881913,0.09590553
60,6.8,0.465527075,0.232763537,0.155175692,0.116381769,0.093105415
60,7,0.458956584,0.229478292,0.152985528,0.114739146,0.091791317
60,7.2,0.460155999,0.230078,0.153385333,0.115039,0.0920312
70,0,1.108992006,0.554496003,0.369664002,0.277248002,0.221798401
70,0.2,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,0.4,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,0.6,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,0.8,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,1,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,1.2,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,1.4,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,1.6,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,1.8,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,2,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,2.2,1.109200638,0.554600319,0.369733546,0.277300159,0.221840128
70,2.4,1.10341218,0.55170609,0.36780406,0.275853045,0.220682436
70,2.6,1.103175139,0.55158757,0.367725046,0.275793785,0.220635028
70,2.8,1.102938099,0.55146905,0.367646033,0.275734525,0.22058762
70,3,1.102015547,0.551007773,0.367338516,0.275503887,0.220403109
70,3.2,1.100357771,0.550178885,0.366785924,0.275089443,0.220071554
70,3.4,1.105367305,0.552683652,0.368455768,0.276341826,0.221073461
70,3.6,1.101763846,0.550881923,0.367254615,0.275440962,0.220352769
70,3.8,1.077060789,0.538530395,0.359020263,0.269265197,0.215412158
70,4,1.018110527,0.509055264,0.339370176,0.254527632,0.203622105
70,4.2,0.949059904,0.474529952,0.316353301,0.237264976,0.189811981
70,4.4,0.858819011,0.429409506,0.286273004,0.214704753,0.171763802
70,4.6,0.793248655,0.396624327,0.264416218,0.198312164,0.158649731
70,4.8,0.737320391,0.368660195,0.245773464,0.184330098,0.147464078
70,5,0.703652499,0.35182625,0.234550833,0.175913125,0.1407305
70,5.2,0.703135001,0.3515675,0.234378334,0.17578375,0.140627
70,5.4,0.709494186,0.354747093,0.236498062,0.177373547,0.141898837
70,5.6,0.707135072,0.353567536,0.235711691,0.176783768,0.141427014
70,5.8,0.707658063,0.353829031,0.235886021,0.176914516,0.141531613
70,6,0.704930651,0.352465326,0.234976884,0.176232663,0.14098613
70,6.2,0.700879122,0.350439561,0.233626374,0.175219781,0.140175824
70,6.4,0.706337648,0.353168824,0.235445883,0.176584412,0.14126753
70,6.6,0.707454792,0.353727396,0.235818264,0.176863698,0.141490958
70,6.8,0.701215586,0.350607793,0.233738529,0.175303896,0.140243117
70,7,0.703250843,0.351625422,0.234416948,0.175812711,0.140650169
70,7.2,0.703051502,0.351525751,0.234350501,0.175762875,0.1406103
70,7.4,0.705301136,0.352650568,0.235100379,0.176325284,0.141060227
70,7.6,0.703733297,0.351866649,0.234577766,0.175933324,0.140746659
70,7.8,0.701367571,0.350683786,0.23378919,0.175341893,0.140273514
70,8,0.702180184,0.351090092,0.234060061,0.175545046,0.140436037
70,8.2,0.706484507,0.353242253,0.235494836,0.176621127,0.141296901
70,8.4,0.707667544,0.353833772,0.235889181,0.176916886,0.141533509
70,8.6,0.707353379,0.35367669,0.23578446,0.176838345,0.141470676
70,8.8,0.707646906,0.353823453,0.235882302,0.176911726,0.141529381
70,9,0.708770563,0.354385282,0.236256854,0.177192641,0.141754113
70,9.2,0.705161256,0.352580628,0.235053752,0.176290314,0.141032251
70,9.4,0.706222184,0.353111092,0.235407395,0.176555546,0.141244437
70,9.6,0.70178341,0.350891705,0.233927803,0.175445852,0.140356682
70,9.8,0.707025432,0.353512716,0.235675144,0.176756358,0.141405086
70,10,0.706929955,0.353464977,0.235643318,0.176732489,0.141385991
70,10.2,0.69441705,0.347208525,0.23147235,0.173604263,0.13888341
70,10.4,0.68449756,0.34224878,0.228165853,0.17112439,0.136899512
70,10.6,0.638898609,0.319449304,0.212966203,0.159724652,0.127779722
70,10.8,0.647856956,0.323928478,0.215952319,0.161964239,0.129571391
70,11,0.641600755,0.320800377,0.213866918,0.160400189,0.128320151
70,11.2,0.572751948,0.286375974,0.190917316,0.143187987,0.11455039
70,11.4,0.555439731,0.277719866,0.185146577,0.138859933,0.111087946
70,11.6,0.547248594,0.273624297,0.182416198,0.136812148,0.109449719
70,11.8,0.546207968,0.273103984,0.182069323,0.136551992,0.109241594
70,12,0.536386308,0.268193154,0.178795436,0.134096577,0.107277262
70,12.2,0.518886245,0.259443122,0.172962082,0.129721561,0.103777249
70,12.4,0.485572107,0.242786054,0.161857369,0.121393027,0.097114421
70,12.6,0.467258404,0.233629202,0.155752801,0.116814601,0.093451681
70,12.8,0.437358684,0.218679342,0.145786228,0.109339671,0.087471737
70,13,0.439644036,0.219822018,0.146548012,0.109911009,0.087928807
70,13.2,0.40564522,0.20282261,0.135215073,0.101411305,0.081129044
70,13.4,0.402643783,0.201321891,0.134214594,0.100660946,0.080528757
70,13.6,0.409064533,0.204532266,0.136354844,0.102266133,0.081812907
70,13.8,0.385060681,0.19253034,0.12835356,0.09626517,0.077012136
70,14,0.349320353,0.174660176,0.116440118,0.087330088,0.069864071
70,14.2,0.31858507,0.159292535,0.106195023,0.079646268,0.063717014
70,14.4,0.271859326,0.135929663,0.090619775,0.067964831,0.054371865
70,14.6,0.259434406,0.129717203,0.086478135,0.064858601,0.051886881
70,14.8,0.236096705,0.118048353,0.078698902,0.059024176,0.047219341
70,15,0.228591816,0.114295908,0.076197272,0.057147954,0.045718363
70,15.2,0.219816524,0.109908262,0.073272175,0.054954131,0.043963305
80,0,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,0.2,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,0.4,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,0.6,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,0.8,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,1,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,1.2,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,1.4,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,1.6,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,1.8,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,2,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,2.2,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,2.4,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,2.6,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,2.8,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,3,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,3.2,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,3.4,1.23581223,0.617906115,0.41193741,0.308953058,0.247162446
80,3.6,1.20581223,0.602906115,0.40193741,0.301453058,0.241162446
80,3.8,1.17581223,0.587906115,0.39193741,0.293953058,0.235162446
80,4,1.13581223,0.567906115,0.378604077,0.283953058,0.227162446
80,4.2,1.08581223,0.542906115,0.36193741,0.271453058,0.217162446
80,4.4,1.03581223,0.517906115,0.345270743,0.258953058,0.207162446
80,4.6,0.978122301,0.489061151,0.326040767,0.244530575,0.19562446
80,4.8,0.93581223,0.467906115,0.31193741,0.233953058,0.187162446
80,5,0.908122301,0.454061151,0.302707434,0.227030575,0.18162446
80,5.2,0.861426171,0.430713086,0.287142057,0.215356543,0.172285234
80,5.4,0.847040112,0.423520056,0.282346704,0.211760028,0.169408022
80,5.6,0.820463336,0.410231668,0.273487779,0.205115834,0.164092667
80,5.8,0.812152806,0.406076403,0.270717602,0.203038202,0.162430561
80,6,0.81052487,0.405262435,0.270174957,0.202631217,0.162104974
80,6.2,0.802513277,0.401256639,0.267504426,0.200628319,0.160502655
80,6.4,0.800057767,0.400028883,0.266685922,0.200014442,0.160011553
80,6.6,0.807890348,0.403945174,0.269296783,0.201972587,0.16157807
80,6.8,0.805771611,0.402885806,0.268590537,0.201442903,0.161154322
80,7,0.807405159,0.40370258,0.269135053,0.20185129,0.161481032
80,7.2,0.801310908,0.400655454,0.267103636,0.200327727,0.160262182
80,7.4,0.802782307,0.401391154,0.267594102,0.200695577,0.160556461
80,7.6,0.809776659,0.40488833,0.269925553,0.202444165,0.161955332
80,7.8,0.801946855,0.400973427,0.267315618,0.200486714,0.160389371
80,8,0.802572391,0.401286195,0.26752413,0.200643098,0.160514478
80,8.2,0.805142211,0.402571105,0.268380737,0.201285553,0.161028442
80,8.4,0.806220298,0.403110149,0.268740099,0.201555074,0.16124406
80,8.6,0.801956204,0.400978102,0.267318735,0.200489051,0.160391241
80,8.8,0.804013368,0.402006684,0.268004456,0.201003342,0.160802674
80,9,0.800159079,0.40007954,0.266719693,0.20003977,0.160031816
80,9.2,0.802278213,0.401139106,0.267426071,0.200569553,0.160455643
80,9.4,0.800163932,0.400081966,0.266721311,0.200040983,0.160032786
80,9.6,0.803098416,0.401549208,0.267699472,0.200774604,0.160619683
80,9.8,0.805656185,0.402828093,0.268552062,0.201414046,0.161131237
80,10,0.80694052,0.40347026,0.268980173,0.20173513,0.161388104
80,10.2,0.805019706,0.402509853,0.268339902,0.201254927,0.161003941
80,10.4,0.798242533,0.399121266,0.266080844,0.199560633,0.159648507
80,10.6,0.789340851,0.394670425,0.263113617,0.197335213,0.15786817
80,10.8,0.765209357,0.382604678,0.255069786,0.191302339,0.153041871
80,11,0.743431252,0.371715626,0.247810417,0.185857813,0.14868625
80,11.2,0.729904572,0.364952286,0.243301524,0.182476143,0.145980914
80,11.4,0.711272099,0.355636049,0.2370907,0.177818025,0.14225442
80,11.6,0.700830671,0.350415335,0.233610224,0.175207668,0.140166134
80,11.8,0.698034851,0.349017426,0.232678284,0.174508713,0.13960697
80,12,0.67870676,0.33935338,0.226235587,0.16967669,0.135741352
80,12.2,0.672772227,0.336386113,0.224257409,0.168193057,0.134554445
80,12.4,0.664980567,0.332490283,0.221660189,0.166245142,0.132996113
80,12.6,0.643019014,0.321509507,0.214339671,0.160754754,0.128603803
80,12.8,0.632257064,0.316128532,0.210752355,0.158064266,0.126451413
80,13,0.628702157,0.314351079,0.209567386,0.157175539,0.125740431
80,13.2,0.621095927,0.310547963,0.207031976,0.155273982,0.124219185
80,13.4,0.614411816,0.307205908,0.204803939,0.153602954,0.122882363
80,13.6,0.590687569,0.295343784,0.196895856,0.147671892,0.118137514
80,13.8,0.573959521,0.286979761,0.19131984,0.14348988,0.114791904
80,14,0.556195306,0.278097653,0.185398435,0.139048826,0.111239061
80,14.2,0.530478396,0.265239198,0.176826132,0.132619599,0.106095679
80,14.4,0.518653465,0.259326733,0.172884488,0.129663366,0.103730693
80,14.6,0.494026256,0.247013128,0.164675419,0.123506564,0.098805251
80,14.8,0.470644635,0.235322318,0.156881545,0.117661159,0.094128927
80,15,0.453167919,0.226583959,0.151055973,0.11329198,0.090633584
80,15.2,0.439272615,0.219636307,0.146424205,0.109818154,0.087854523
80,15.4,0.413945159,0.206972579,0.13798172,0.10348629,0.082789032
80,15.6,0.405496076,0.202748038,0.135165359,0.101374019,0.081099215
80,15.8,0.394317464,0.197158732,0.131439155,0.098579366,0.078863493
80,16,0.386144697,0.193072349,0.128714899,0.096536174,0.077228939
80,16.2,0.382660336,0.191330168,0.127553445,0.095665084,0.076532067
80,16.4,0.381851812,0.190925906,0.127283937,0.095462953,0.076370362
80,16.6,0.375278933,0.187639467,0.125092978,0.093819733,0.075055787
80,16.8,0.366146424,0.183073212,0.122048808,0.091536606,0.073229285
80,17,0.354434408,0.177217204,0.118144803,0.088608602,0.070886882
80,17.2,0.344496678,0.172248339,0.114832226,0.086124169,0.068899336
80,17.4,0.33071895,0.165359475,0.11023965,0.082679737,0.06614379
80,17.6,0.32523921,0.162619605,0.10841307,0.081309802,0.065047842
80,17.8,0.318683367,0.159341684,0.106227789,0.079670842,0.063736673
80,18,0.292396383,0.146198191,0.097465461,0.073099096,0.058479277
80,18.2,0.272861541,0.136430771,0.090953847,0.068215385,0.054572308
80,18.4,0.256712814,0.128356407,0.085570938,0.064178204,0.051342563
80,18.6,0.23523192,0.11761596,0.07841064,0.05880798,0.047046384
80,18.8,0.213476801,0.106738401,0.071158934,0.0533692,0.04269536
80,19,0.208706795,0.104353398,0.069568932,0.052176699,0.041741359
80,19.2,0.186986083,0.093493041,0.062328694,0.046746521,0.037397217
80,19.4,0.16111059,0.080555295,0.05370353,0.040277648,0.032222118
80,19.6,0.149814346,0.074907173,0.049938115,0.037453587,0.029962869
80,19.8,0.123883004,0.061941502,0.041294335,0.030970751,0.024776601
80,20,0.118381985,0.059190992,0.039460662,0.029595496,0.023676397
90,0,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,0.2,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,0.4,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,0.6,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,0.8,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,1,1.436626118,0.718313059,0.478875373,0.359156529,0.287325224
90,1.2,1.438347698,0.719173849,0.479449233,0.359586925,0.28766954
90,1.4,1.435943613,0.717971807,0.478647871,0.358985903,0.287188723
90,1.6,1.430851717,0.715425859,0.476950572,0.357712929,0.286170343
90,1.8,1.438850486,0.719425243,0.479616829,0.359712622,0.287770097
90,2,1.435122094,0.717561047,0.478374031,0.358780524,0.287024419
90,2.2,1.434473796,0.717236898,0.478157932,0.358618449,0.286894759
90,2.4,1.433774593,0.716887296,0.477924864,0.358443648,0.286754919
90,2.6,1.435800194,0.717900097,0.478600065,0.358950049,0.287160039
90,2.8,1.436451642,0.718225821,0.478817214,0.35911291,0.287290328
90,3,1.43710309,0.718551545,0.479034363,0.359275772,0.287420618
90,3.2,1.436281609,0.718140804,0.478760536,0.359070402,0.287256322
90,3.4,1.433420608,0.716710304,0.477806869,0.358355152,0.286684122
90,3.6,1.433059729,0.716529865,0.477686576,0.358264932,0.286611946
90,3.8,1.435687874,0.717843937,0.478562625,0.358921968,0.287137575
90,4,1.350731401,0.675365701,0.4502438,0.33768285,0.27014628
90,4.2,1.293363698,0.646681849,0.431121233,0.323340924,0.25867274
90,4.4,1.233560019,0.616780009,0.411186673,0.308390005,0.246712004
90,4.6,1.163248075,0.581624037,0.387749358,0.290812019,0.232649615
90,4.8,1.128998025,0.564499012,0.376332675,0.282249506,0.225799605
90,5,1.071558292,0.535779146,0.357186097,0.267889573,0.214311658
90,5.2,1.008884998,0.504442499,0.336294999,0.252221249,0.201777
90,5.4,1.000504432,0.500252216,0.333501477,0.250126108,0.200100886
90,5.6,1.006765325,0.503382662,0.335588442,0.251691331,0.201353065
90,5.8,1.007565388,0.503782694,0.335855129,0.251891347,0.201513078
90,6,1.009642761,0.504821381,0.336547587,0.25241069,0.201928552
90,6.2,1.006920319,0.503460159,0.335640106,0.25173008,0.201384064
90,6.4,1.004978887,0.502489443,0.334992962,0.251244722,0.200995777
90,6.6,1.00128461,0.500642305,0.333761537,0.250321152,0.200256922
90,6.8,1.002123147,0.501061573,0.334041049,0.250530787,0.200424629
90,7,1.006129424,0.503064712,0.335376475,0.251532356,0.201225885
90,7.2,1.002694219,0.501347109,0.334231406,0.250673555,0.200538844
90,7.4,1.008629103,0.504314551,0.336209701,0.252157276,0.201725821
90,7.6,1.009177263,0.504588632,0.336392421,0.252294316,0.201835453
90,7.8,1.009246761,0.50462338,0.336415587,0.25231169,0.201849352
90,8,1.005428336,0.502714168,0.335142779,0.251357084,0.201085667
90,8.2,1.009052834,0.504526417,0.336350945,0.252263209,0.201810567
90,8.4,1.00896709,0.504483545,0.336322363,0.252241773,0.201793418
